Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
01-10-2022,Dill Leaves,12,14,17,1kg
01-10-2022,Drumsticks,60,72,85,1kg
01-10-2022,Brinjal,23,27,33,1kg
01-10-2022,Brinjal (Big),28,34,40,1kg
01-10-2022,Elephant Yam,24,29,34,1kg
01-10-2022,Fenugreek Leaves,9,10,13,1kg
01-10-2022,French Beans,61,73,87,1kg
01-10-2022,Garlic,47,57,67,1kg
01-10-2022,Ginger,39,47,55,1kg
01-10-2022,Onion Green,38,46,54,1kg
01-10-2022,Green Peas,85,103,121,1kg
01-10-2022,Ivy Gourd,27,32,38,1kg
01-10-2022,Lemon (Lime),56,67,79,1kg
01-10-2022,Mango Raw,107,129,152,1kg
01-10-2022,Mint Leaves,7,8,10,1kg
01-10-2022,Mushroom,82,99,116,1kg
01-10-2022,Mustard Leaves,18,22,26,1kg
01-10-2022,Ladies Finger,21,25,30,1kg
01-10-2022,Pumpkin,25,30,35,1kg
01-10-2022,Radish,31,37,44,1kg
01-10-2022,Ridge Gourd,29,35,41,1kg
01-10-2022,Shallot (Pearl Onion),30,36,43,1kg
01-10-2022,Snake Gourd,33,40,47,1kg
01-10-2022,Sorrel Leaves,12,14,17,1kg
01-10-2022,Spinach,14,17,20,1kg
01-10-2022,Sweet Potato,36,43,51,1kg
30-09-2022,Onion Big,22,26,31,1kg
30-09-2022,Onion Small,32,39,45,1kg
30-09-2022,Tomato,40,48,57,1kg
30-09-2022,Green Chilli,37,45,52,1kg
30-09-2022,Beetroot,44,53,63,1kg
30-09-2022,Potato,35,42,50,1kg
30-09-2022,Raw Banana (Plantain),9,10,13,1kg
30-09-2022,Amaranth Leaves,8,9,11,1kg
30-09-2022,Amla,55,66,78,1kg
30-09-2022,Ash gourd,24,29,34,1kg
30-09-2022,Baby Corn,68,82,97,1kg
30-09-2022,Banana Flower,14,17,20,1kg
30-09-2022,Capsicum,43,52,61,1kg
30-09-2022,Bitter Gourd,30,36,43,1kg
30-09-2022,Bottle Gourd,26,31,37,1kg
30-09-2022,Butter Beans,80,97,114,1kg
30-09-2022,Broad Beans,42,50,59,1kg
30-09-2022,Cabbage,27,32,38,1kg
30-09-2022,Carrot,68,82,97,1kg
30-09-2022,Cauliflower,45,54,64,1kg
30-09-2022,Cluster beans,76,92,108,1kg
30-09-2022,Coconut,34,41,48,1kg
30-09-2022,Colocasia Leaves,12,14,17,1kg
30-09-2022,Colocasia,23,27,33,1kg
30-09-2022,Coriander Leaves,8,9,11,1kg
30-09-2022,Corn,28,34,40,1kg
30-09-2022,Cucumber,22,26,31,1kg
30-09-2022,Curry Leaves,27,32,38,1kg
30-09-2022,Dill Leaves,12,14,17,1kg
30-09-2022,Drumsticks,60,72,85,1kg
30-09-2022,Brinjal,23,27,33,1kg
30-09-2022,Brinjal (Big),28,34,40,1kg
30-09-2022,Elephant Yam,24,29,34,1kg
30-09-2022,Fenugreek Leaves,9,10,13,1kg
30-09-2022,French Beans,61,73,87,1kg
30-09-2022,Garlic,47,57,67,1kg
30-09-2022,Ginger,39,47,55,1kg
30-09-2022,Onion Green,38,46,54,1kg
30-09-2022,Green Peas,85,103,121,1kg
30-09-2022,Ivy Gourd,27,32,38,1kg
30-09-2022,Lemon (Lime),56,67,79,1kg
30-09-2022,Mango Raw,107,129,152,1kg
30-09-2022,Mint Leaves,7,8,10,1kg
30-09-2022,Mushroom,82,99,116,1kg
30-09-2022,Mustard Leaves,18,22,26,1kg
30-09-2022,Ladies Finger,21,25,30,1kg
30-09-2022,Pumpkin,25,30,35,1kg
30-09-2022,Radish,31,37,44,1kg
30-09-2022,Ridge Gourd,29,35,41,1kg
30-09-2022,Shallot (Pearl Onion),30,36,43,1kg
30-09-2022,Snake Gourd,33,40,47,1kg
30-09-2022,Sorrel Leaves,12,14,17,1kg
30-09-2022,Spinach,14,17,20,1kg
30-09-2022,Sweet Potato,36,43,51,1kg
29-09-2022,Onion Big,22,26,31,1kg
29-09-2022,Onion Small,29,35,41,1kg
29-09-2022,Tomato,40,48,57,1kg
29-09-2022,Green Chilli,34,41,48,1kg
29-09-2022,Beetroot,44,53,63,1kg
29-09-2022,Potato,31,37,44,1kg
29-09-2022,Raw Banana (Plantain),8,9,11,1kg
29-09-2022,Amaranth Leaves,9,10,13,1kg
29-09-2022,Amla,55,66,78,1kg
29-09-2022,Ash gourd,24,29,34,1kg
29-09-2022,Baby Corn,75,90,107,1kg
29-09-2022,Banana Flower,17,21,24,1kg
29-09-2022,Capsicum,39,47,55,1kg
29-09-2022,Bitter Gourd,36,43,51,1kg
29-09-2022,Bottle Gourd,25,30,35,1kg
29-09-2022,Butter Beans,80,97,114,1kg
29-09-2022,Broad Beans,36,43,51,1kg
29-09-2022,Cabbage,26,31,37,1kg
29-09-2022,Carrot,62,75,88,1kg
29-09-2022,Cauliflower,40,48,57,1kg
29-09-2022,Cluster beans,77,93,109,1kg
29-09-2022,Coconut,30,36,43,1kg
29-09-2022,Colocasia Leaves,13,16,18,1kg
29-09-2022,Colocasia,22,26,31,1kg
29-09-2022,Coriander Leaves,10,12,14,1kg
29-09-2022,Corn,24,29,34,1kg
29-09-2022,Cucumber,21,25,30,1kg
29-09-2022,Curry Leaves,28,34,40,1kg
29-09-2022,Dill Leaves,10,12,14,1kg
29-09-2022,Drumsticks,50,61,71,1kg
29-09-2022,Brinjal,20,24,28,1kg
29-09-2022,Brinjal (Big),26,31,37,1kg
29-09-2022,Elephant Yam,26,31,37,1kg
29-09-2022,Fenugreek Leaves,9,10,13,1kg
29-09-2022,French Beans,68,82,97,1kg
29-09-2022,Garlic,41,49,58,1kg
29-09-2022,Ginger,42,50,59,1kg
29-09-2022,Onion Green,41,49,58,1kg
29-09-2022,Green Peas,76,92,108,1kg
29-09-2022,Ivy Gourd,28,34,40,1kg
29-09-2022,Lemon (Lime),58,70,83,1kg
29-09-2022,Mango Raw,109,131,155,1kg
29-09-2022,Mint Leaves,5,6,7,1kg
29-09-2022,Mushroom,95,115,135,1kg
29-09-2022,Mustard Leaves,18,22,26,1kg
29-09-2022,Ladies Finger,24,29,34,1kg
29-09-2022,Pumpkin,25,30,35,1kg
29-09-2022,Radish,29,35,41,1kg
29-09-2022,Ridge Gourd,31,37,44,1kg
29-09-2022,Shallot (Pearl Onion),34,41,48,1kg
29-09-2022,Snake Gourd,32,39,45,1kg
29-09-2022,Sorrel Leaves,11,13,15,1kg
29-09-2022,Spinach,15,18,21,1kg
29-09-2022,Sweet Potato,39,47,55,1kg
28-09-2022,Onion Big,22,26,31,1kg
28-09-2022,Onion Small,29,35,41,1kg
28-09-2022,Tomato,40,48,57,1kg
28-09-2022,Green Chilli,34,41,48,1kg
28-09-2022,Beetroot,44,53,63,1kg
28-09-2022,Potato,31,37,44,1kg
28-09-2022,Raw Banana (Plantain),8,9,11,1kg
28-09-2022,Amaranth Leaves,9,10,13,1kg
28-09-2022,Amla,55,66,78,1kg
28-09-2022,Ash gourd,24,29,34,1kg
28-09-2022,Baby Corn,75,90,107,1kg
28-09-2022,Banana Flower,17,21,24,1kg
28-09-2022,Capsicum,39,47,55,1kg
28-09-2022,Bitter Gourd,36,43,51,1kg
28-09-2022,Bottle Gourd,25,30,35,1kg
28-09-2022,Butter Beans,80,97,114,1kg
28-09-2022,Broad Beans,36,43,51,1kg
28-09-2022,Cabbage,26,31,37,1kg
28-09-2022,Carrot,62,75,88,1kg
28-09-2022,Cauliflower,40,48,57,1kg
28-09-2022,Cluster beans,77,93,109,1kg
28-09-2022,Coconut,30,36,43,1kg
28-09-2022,Colocasia Leaves,13,16,18,1kg
28-09-2022,Colocasia,22,26,31,1kg
28-09-2022,Coriander Leaves,10,12,14,1kg
28-09-2022,Corn,24,29,34,1kg
28-09-2022,Cucumber,21,25,30,1kg
28-09-2022,Curry Leaves,28,34,40,1kg
28-09-2022,Dill Leaves,10,12,14,1kg
28-09-2022,Drumsticks,50,61,71,1kg
28-09-2022,Brinjal,20,24,28,1kg
28-09-2022,Brinjal (Big),26,31,37,1kg
28-09-2022,Elephant Yam,26,31,37,1kg
28-09-2022,Fenugreek Leaves,9,10,13,1kg
28-09-2022,French Beans,68,82,97,1kg
28-09-2022,Garlic,41,49,58,1kg
28-09-2022,Ginger,42,50,59,1kg
28-09-2022,Onion Green,41,49,58,1kg
28-09-2022,Green Peas,76,92,108,1kg
28-09-2022,Ivy Gourd,28,34,40,1kg
28-09-2022,Lemon (Lime),58,70,83,1kg
28-09-2022,Mango Raw,109,131,155,1kg
28-09-2022,Mint Leaves,5,6,7,1kg
28-09-2022,Mushroom,95,115,135,1kg
28-09-2022,Mustard Leaves,18,22,26,1kg
28-09-2022,Ladies Finger,24,29,34,1kg
28-09-2022,Pumpkin,25,30,35,1kg
28-09-2022,Radish,29,35,41,1kg
28-09-2022,Ridge Gourd,31,37,44,1kg
28-09-2022,Shallot (Pearl Onion),34,41,48,1kg
28-09-2022,Snake Gourd,32,39,45,1kg
28-09-2022,Sorrel Leaves,11,13,15,1kg
28-09-2022,Spinach,15,18,21,1kg
28-09-2022,Sweet Potato,39,47,55,1kg
27-09-2022,Onion Big,21,25,30,1kg
27-09-2022,Onion Small,32,39,45,1kg
27-09-2022,Tomato,36,43,51,1kg
27-09-2022,Green Chilli,39,47,55,1kg
27-09-2022,Beetroot,38,46,54,1kg
27-09-2022,Potato,33,40,47,1kg
27-09-2022,Raw Banana (Plantain),10,12,14,1kg
27-09-2022,Amaranth Leaves,9,10,13,1kg
27-09-2022,Amla,65,79,92,1kg
27-09-2022,Ash gourd,24,29,34,1kg
27-09-2022,Baby Corn,73,88,104,1kg
27-09-2022,Banana Flower,16,19,22,1kg
27-09-2022,Capsicum,43,52,61,1kg
27-09-2022,Bitter Gourd,36,43,51,1kg
27-09-2022,Bottle Gourd,24,29,34,1kg
27-09-2022,Butter Beans,78,94,111,1kg
27-09-2022,Broad Beans,41,49,58,1kg
27-09-2022,Cabbage,28,34,40,1kg
27-09-2022,Carrot,71,86,101,1kg
27-09-2022,Cauliflower,45,54,64,1kg
27-09-2022,Cluster beans,82,99,116,1kg
27-09-2022,Coconut,32,39,45,1kg
27-09-2022,Colocasia Leaves,14,17,20,1kg
27-09-2022,Colocasia,25,30,35,1kg
27-09-2022,Coriander Leaves,7,8,10,1kg
27-09-2022,Corn,24,29,34,1kg
27-09-2022,Cucumber,26,31,37,1kg
27-09-2022,Curry Leaves,29,35,41,1kg
27-09-2022,Dill Leaves,15,18,21,1kg
27-09-2022,Drumsticks,50,61,71,1kg
27-09-2022,Brinjal,25,30,35,1kg
27-09-2022,Brinjal (Big),27,32,38,1kg
27-09-2022,Elephant Yam,25,30,35,1kg
27-09-2022,Fenugreek Leaves,10,12,14,1kg
27-09-2022,French Beans,59,71,84,1kg
27-09-2022,Garlic,43,52,61,1kg
27-09-2022,Ginger,38,46,54,1kg
27-09-2022,Onion Green,36,43,51,1kg
27-09-2022,Green Peas,85,103,121,1kg
27-09-2022,Ivy Gourd,27,32,38,1kg
27-09-2022,Lemon (Lime),62,75,88,1kg
27-09-2022,Mango Raw,110,133,157,1kg
27-09-2022,Mint Leaves,8,9,11,1kg
27-09-2022,Mushroom,95,115,135,1kg
27-09-2022,Mustard Leaves,17,21,24,1kg
27-09-2022,Ladies Finger,20,24,28,1kg
27-09-2022,Pumpkin,26,31,37,1kg
27-09-2022,Radish,28,34,40,1kg
27-09-2022,Ridge Gourd,30,36,43,1kg
27-09-2022,Shallot (Pearl Onion),34,41,48,1kg
27-09-2022,Snake Gourd,30,36,43,1kg
27-09-2022,Sorrel Leaves,13,16,18,1kg
27-09-2022,Spinach,10,12,14,1kg
27-09-2022,Sweet Potato,38,46,54,1kg
26-09-2022,Onion Big,21,25,30,1kg
26-09-2022,Onion Small,32,39,45,1kg
26-09-2022,Tomato,36,43,51,1kg
26-09-2022,Green Chilli,39,47,55,1kg
26-09-2022,Beetroot,38,46,54,1kg
26-09-2022,Potato,33,40,47,1kg
26-09-2022,Raw Banana (Plantain),10,12,14,1kg
26-09-2022,Amaranth Leaves,9,10,13,1kg
26-09-2022,Amla,65,79,92,1kg
26-09-2022,Ash gourd,24,29,34,1kg
26-09-2022,Baby Corn,73,88,104,1kg
26-09-2022,Banana Flower,16,19,22,1kg
26-09-2022,Capsicum,43,52,61,1kg
26-09-2022,Bitter Gourd,36,43,51,1kg
26-09-2022,Bottle Gourd,24,29,34,1kg
26-09-2022,Butter Beans,78,94,111,1kg
26-09-2022,Broad Beans,41,49,58,1kg
26-09-2022,Cabbage,28,34,40,1kg
26-09-2022,Carrot,71,86,101,1kg
26-09-2022,Cauliflower,45,54,64,1kg
26-09-2022,Cluster beans,82,99,116,1kg
26-09-2022,Coconut,32,39,45,1kg
26-09-2022,Colocasia Leaves,14,17,20,1kg
26-09-2022,Colocasia,25,30,35,1kg
26-09-2022,Coriander Leaves,7,8,10,1kg
26-09-2022,Corn,24,29,34,1kg
26-09-2022,Cucumber,26,31,37,1kg
26-09-2022,Curry Leaves,29,35,41,1kg
26-09-2022,Dill Leaves,15,18,21,1kg
26-09-2022,Drumsticks,50,61,71,1kg
26-09-2022,Brinjal,25,30,35,1kg
26-09-2022,Brinjal (Big),27,32,38,1kg
26-09-2022,Elephant Yam,25,30,35,1kg
26-09-2022,Fenugreek Leaves,10,12,14,1kg
26-09-2022,French Beans,59,71,84,1kg
26-09-2022,Garlic,43,52,61,1kg
26-09-2022,Ginger,38,46,54,1kg
26-09-2022,Onion Green,36,43,51,1kg
26-09-2022,Green Peas,85,103,121,1kg
26-09-2022,Ivy Gourd,27,32,38,1kg
26-09-2022,Lemon (Lime),62,75,88,1kg
26-09-2022,Mango Raw,110,133,157,1kg
26-09-2022,Mint Leaves,8,9,11,1kg
26-09-2022,Mushroom,95,115,135,1kg
26-09-2022,Mustard Leaves,17,21,24,1kg
26-09-2022,Ladies Finger,20,24,28,1kg
26-09-2022,Pumpkin,26,31,37,1kg
26-09-2022,Radish,28,34,40,1kg
26-09-2022,Ridge Gourd,30,36,43,1kg
26-09-2022,Shallot (Pearl Onion),34,41,48,1kg
26-09-2022,Snake Gourd,30,36,43,1kg
26-09-2022,Sorrel Leaves,13,16,18,1kg
26-09-2022,Spinach,10,12,14,1kg
26-09-2022,Sweet Potato,38,46,54,1kg
25-09-2022,Onion Big,21,25,30,1kg
25-09-2022,Onion Small,32,39,45,1kg
25-09-2022,Tomato,36,43,51,1kg
25-09-2022,Green Chilli,39,47,55,1kg
25-09-2022,Beetroot,38,46,54,1kg
25-09-2022,Potato,33,40,47,1kg
25-09-2022,Raw Banana (Plantain),10,12,14,1kg
25-09-2022,Amaranth Leaves,9,10,13,1kg
25-09-2022,Amla,65,79,92,1kg
25-09-2022,Ash gourd,24,29,34,1kg
25-09-2022,Baby Corn,73,88,104,1kg
25-09-2022,Banana Flower,16,19,22,1kg
25-09-2022,Capsicum,43,52,61,1kg
25-09-2022,Bitter Gourd,36,43,51,1kg
25-09-2022,Bottle Gourd,24,29,34,1kg
25-09-2022,Butter Beans,78,94,111,1kg
25-09-2022,Broad Beans,41,49,58,1kg
25-09-2022,Cabbage,28,34,40,1kg
25-09-2022,Carrot,71,86,101,1kg
25-09-2022,Cauliflower,45,54,64,1kg
25-09-2022,Cluster beans,82,99,116,1kg
25-09-2022,Coconut,32,39,45,1kg
25-09-2022,Colocasia Leaves,14,17,20,1kg
25-09-2022,Colocasia,25,30,35,1kg
25-09-2022,Coriander Leaves,7,8,10,1kg
25-09-2022,Corn,24,29,34,1kg
25-09-2022,Cucumber,26,31,37,1kg
25-09-2022,Curry Leaves,29,35,41,1kg
25-09-2022,Dill Leaves,15,18,21,1kg
25-09-2022,Drumsticks,50,61,71,1kg
25-09-2022,Brinjal,25,30,35,1kg
25-09-2022,Brinjal (Big),27,32,38,1kg
25-09-2022,Elephant Yam,25,30,35,1kg
25-09-2022,Fenugreek Leaves,10,12,14,1kg
25-09-2022,French Beans,59,71,84,1kg
25-09-2022,Garlic,43,52,61,1kg
25-09-2022,Ginger,38,46,54,1kg
25-09-2022,Onion Green,36,43,51,1kg
25-09-2022,Green Peas,85,103,121,1kg
25-09-2022,Ivy Gourd,27,32,38,1kg
25-09-2022,Lemon (Lime),62,75,88,1kg
25-09-2022,Mango Raw,110,133,157,1kg
25-09-2022,Mint Leaves,8,9,11,1kg
25-09-2022,Mushroom,95,115,135,1kg
25-09-2022,Mustard Leaves,17,21,24,1kg
25-09-2022,Ladies Finger,20,24,28,1kg
25-09-2022,Pumpkin,26,31,37,1kg
25-09-2022,Radish,28,34,40,1kg
25-09-2022,Ridge Gourd,30,36,43,1kg
25-09-2022,Shallot (Pearl Onion),34,41,48,1kg
25-09-2022,Snake Gourd,30,36,43,1kg
25-09-2022,Sorrel Leaves,13,16,18,1kg
25-09-2022,Spinach,10,12,14,1kg
25-09-2022,Sweet Potato,38,46,54,1kg
24-09-2022,Onion Big,23,27,33,1kg
24-09-2022,Onion Small,33,40,47,1kg
24-09-2022,Tomato,46,55,65,1kg
24-09-2022,Green Chilli,39,47,55,1kg
24-09-2022,Beetroot,33,40,47,1kg
24-09-2022,Potato,33,40,47,1kg
24-09-2022,Raw Banana (Plantain),10,12,14,1kg
24-09-2022,Amaranth Leaves,9,10,13,1kg
24-09-2022,Amla,55,66,78,1kg
24-09-2022,Ash gourd,22,26,31,1kg
24-09-2022,Baby Corn,71,86,101,1kg
24-09-2022,Banana Flower,14,17,20,1kg
24-09-2022,Capsicum,40,48,57,1kg
24-09-2022,Bitter Gourd,29,35,41,1kg
24-09-2022,Bottle Gourd,22,26,31,1kg
24-09-2022,Butter Beans,72,87,102,1kg
24-09-2022,Broad Beans,28,34,40,1kg
24-09-2022,Cabbage,22,26,31,1kg
24-09-2022,Carrot,66,80,94,1kg
24-09-2022,Cauliflower,40,48,57,1kg
24-09-2022,Cluster beans,73,88,104,1kg
24-09-2022,Coconut,34,41,48,1kg
24-09-2022,Colocasia Leaves,14,17,20,1kg
24-09-2022,Colocasia,22,26,31,1kg
24-09-2022,Coriander Leaves,8,9,11,1kg
24-09-2022,Corn,26,31,37,1kg
24-09-2022,Cucumber,21,25,30,1kg
24-09-2022,Curry Leaves,29,35,41,1kg
24-09-2022,Dill Leaves,11,13,15,1kg
24-09-2022,Drumsticks,90,109,128,1kg
24-09-2022,Brinjal,24,29,34,1kg
24-09-2022,Brinjal (Big),27,32,38,1kg
24-09-2022,Elephant Yam,28,34,40,1kg
24-09-2022,Fenugreek Leaves,10,12,14,1kg
24-09-2022,French Beans,56,67,79,1kg
24-09-2022,Garlic,46,55,65,1kg
24-09-2022,Ginger,43,52,61,1kg
24-09-2022,Onion Green,42,50,59,1kg
24-09-2022,Green Peas,82,99,116,1kg
24-09-2022,Ivy Gourd,27,32,38,1kg
24-09-2022,Lemon (Lime),54,65,77,1kg
24-09-2022,Mango Raw,104,126,148,1kg
24-09-2022,Mint Leaves,5,6,7,1kg
24-09-2022,Mushroom,77,93,109,1kg
24-09-2022,Mustard Leaves,18,22,26,1kg
24-09-2022,Ladies Finger,18,22,26,1kg
24-09-2022,Pumpkin,25,30,35,1kg
24-09-2022,Radish,20,24,28,1kg
24-09-2022,Ridge Gourd,32,39,45,1kg
24-09-2022,Shallot (Pearl Onion),36,43,51,1kg
24-09-2022,Snake Gourd,27,32,38,1kg
24-09-2022,Sorrel Leaves,10,12,14,1kg
24-09-2022,Spinach,10,12,14,1kg
24-09-2022,Sweet Potato,38,46,54,1kg
23-09-2022,Onion Big,23,27,33,1kg
23-09-2022,Onion Small,33,40,47,1kg
23-09-2022,Tomato,46,55,65,1kg
23-09-2022,Green Chilli,39,47,55,1kg
23-09-2022,Beetroot,33,40,47,1kg
23-09-2022,Potato,33,40,47,1kg
23-09-2022,Raw Banana (Plantain),10,12,14,1kg
23-09-2022,Amaranth Leaves,9,10,13,1kg
23-09-2022,Amla,55,66,78,1kg
23-09-2022,Ash gourd,22,26,31,1kg
23-09-2022,Baby Corn,71,86,101,1kg
23-09-2022,Banana Flower,14,17,20,1kg
23-09-2022,Capsicum,40,48,57,1kg
23-09-2022,Bitter Gourd,29,35,41,1kg
23-09-2022,Bottle Gourd,22,26,31,1kg
23-09-2022,Butter Beans,72,87,102,1kg
23-09-2022,Broad Beans,28,34,40,1kg
23-09-2022,Cabbage,22,26,31,1kg
23-09-2022,Carrot,66,80,94,1kg
23-09-2022,Cauliflower,40,48,57,1kg
23-09-2022,Cluster beans,73,88,104,1kg
23-09-2022,Coconut,34,41,48,1kg
23-09-2022,Colocasia Leaves,14,17,20,1kg
23-09-2022,Colocasia,22,26,31,1kg
23-09-2022,Coriander Leaves,8,9,11,1kg
23-09-2022,Corn,26,31,37,1kg
23-09-2022,Cucumber,21,25,30,1kg
23-09-2022,Curry Leaves,29,35,41,1kg
23-09-2022,Dill Leaves,11,13,15,1kg
23-09-2022,Drumsticks,90,109,128,1kg
23-09-2022,Brinjal,24,29,34,1kg
23-09-2022,Brinjal (Big),27,32,38,1kg
23-09-2022,Elephant Yam,28,34,40,1kg
23-09-2022,Fenugreek Leaves,10,12,14,1kg
23-09-2022,French Beans,56,67,79,1kg
23-09-2022,Garlic,46,55,65,1kg
23-09-2022,Ginger,43,52,61,1kg
23-09-2022,Onion Green,42,50,59,1kg
23-09-2022,Green Peas,82,99,116,1kg
23-09-2022,Ivy Gourd,27,32,38,1kg
23-09-2022,Lemon (Lime),54,65,77,1kg
23-09-2022,Mango Raw,104,126,148,1kg
23-09-2022,Mint Leaves,5,6,7,1kg
23-09-2022,Mushroom,77,93,109,1kg
23-09-2022,Mustard Leaves,18,22,26,1kg
23-09-2022,Ladies Finger,18,22,26,1kg
23-09-2022,Pumpkin,25,30,35,1kg
23-09-2022,Radish,20,24,28,1kg
23-09-2022,Ridge Gourd,32,39,45,1kg
23-09-2022,Shallot (Pearl Onion),36,43,51,1kg
23-09-2022,Snake Gourd,27,32,38,1kg
23-09-2022,Sorrel Leaves,10,12,14,1kg
23-09-2022,Spinach,10,12,14,1kg
23-09-2022,Sweet Potato,38,46,54,1kg
22-09-2022,Onion Big,23,27,33,1kg
22-09-2022,Onion Small,33,40,47,1kg
22-09-2022,Tomato,46,55,65,1kg
22-09-2022,Green Chilli,39,47,55,1kg
22-09-2022,Beetroot,33,40,47,1kg
22-09-2022,Potato,33,40,47,1kg
22-09-2022,Raw Banana (Plantain),10,12,14,1kg
22-09-2022,Amaranth Leaves,9,10,13,1kg
22-09-2022,Amla,55,66,78,1kg
22-09-2022,Ash gourd,22,26,31,1kg
22-09-2022,Baby Corn,71,86,101,1kg
22-09-2022,Banana Flower,14,17,20,1kg
22-09-2022,Capsicum,40,48,57,1kg
22-09-2022,Bitter Gourd,29,35,41,1kg
22-09-2022,Bottle Gourd,22,26,31,1kg
22-09-2022,Butter Beans,72,87,102,1kg
22-09-2022,Broad Beans,28,34,40,1kg
22-09-2022,Cabbage,22,26,31,1kg
22-09-2022,Carrot,66,80,94,1kg
22-09-2022,Cauliflower,40,48,57,1kg
22-09-2022,Cluster beans,73,88,104,1kg
22-09-2022,Coconut,34,41,48,1kg
22-09-2022,Colocasia Leaves,14,17,20,1kg
22-09-2022,Colocasia,22,26,31,1kg
22-09-2022,Coriander Leaves,8,9,11,1kg
22-09-2022,Corn,26,31,37,1kg
22-09-2022,Cucumber,21,25,30,1kg
22-09-2022,Curry Leaves,29,35,41,1kg
22-09-2022,Dill Leaves,11,13,15,1kg
22-09-2022,Drumsticks,90,109,128,1kg
22-09-2022,Brinjal,24,29,34,1kg
22-09-2022,Brinjal (Big),27,32,38,1kg
22-09-2022,Elephant Yam,28,34,40,1kg
22-09-2022,Fenugreek Leaves,10,12,14,1kg
22-09-2022,French Beans,56,67,79,1kg
22-09-2022,Garlic,46,55,65,1kg
22-09-2022,Ginger,43,52,61,1kg
22-09-2022,Onion Green,42,50,59,1kg
22-09-2022,Green Peas,82,99,116,1kg
22-09-2022,Ivy Gourd,27,32,38,1kg
22-09-2022,Lemon (Lime),54,65,77,1kg
22-09-2022,Mango Raw,104,126,148,1kg
22-09-2022,Mint Leaves,5,6,7,1kg
22-09-2022,Mushroom,77,93,109,1kg
22-09-2022,Mustard Leaves,18,22,26,1kg
22-09-2022,Ladies Finger,18,22,26,1kg
22-09-2022,Pumpkin,25,30,35,1kg
22-09-2022,Radish,20,24,28,1kg
22-09-2022,Ridge Gourd,32,39,45,1kg
22-09-2022,Shallot (Pearl Onion),36,43,51,1kg
22-09-2022,Snake Gourd,27,32,38,1kg
22-09-2022,Sorrel Leaves,10,12,14,1kg
22-09-2022,Spinach,10,12,14,1kg
22-09-2022,Sweet Potato,38,46,54,1kg
21-09-2022,Onion Big,22,26,31,1kg
21-09-2022,Onion Small,30,36,43,1kg
21-09-2022,Tomato,45,54,64,1kg
21-09-2022,Green Chilli,40,48,57,1kg
21-09-2022,Beetroot,32,39,45,1kg
21-09-2022,Potato,32,39,45,1kg
21-09-2022,Raw Banana (Plantain),9,10,13,1kg
21-09-2022,Amaranth Leaves,9,10,13,1kg
21-09-2022,Amla,55,66,78,1kg
21-09-2022,Ash gourd,22,26,31,1kg
21-09-2022,Baby Corn,69,83,98,1kg
21-09-2022,Banana Flower,12,14,17,1kg
21-09-2022,Capsicum,43,52,61,1kg
21-09-2022,Bitter Gourd,31,37,44,1kg
21-09-2022,Bottle Gourd,24,29,34,1kg
21-09-2022,Butter Beans,81,98,115,1kg
21-09-2022,Broad Beans,32,39,45,1kg
21-09-2022,Cabbage,19,23,27,1kg
21-09-2022,Carrot,67,81,95,1kg
21-09-2022,Cauliflower,40,48,57,1kg
21-09-2022,Cluster beans,80,97,114,1kg
21-09-2022,Coconut,30,36,43,1kg
21-09-2022,Colocasia Leaves,10,12,14,1kg
21-09-2022,Colocasia,28,34,40,1kg
21-09-2022,Coriander Leaves,7,8,10,1kg
21-09-2022,Corn,26,31,37,1kg
21-09-2022,Cucumber,24,29,34,1kg
21-09-2022,Curry Leaves,27,32,38,1kg
21-09-2022,Dill Leaves,10,12,14,1kg
21-09-2022,Drumsticks,90,109,128,1kg
21-09-2022,Brinjal,19,23,27,1kg
21-09-2022,Brinjal (Big),28,34,40,1kg
21-09-2022,Elephant Yam,24,29,34,1kg
21-09-2022,Fenugreek Leaves,8,9,11,1kg
21-09-2022,French Beans,57,69,81,1kg
21-09-2022,Garlic,43,52,61,1kg
21-09-2022,Ginger,37,45,52,1kg
21-09-2022,Onion Green,36,43,51,1kg
21-09-2022,Green Peas,77,93,109,1kg
21-09-2022,Ivy Gourd,28,34,40,1kg
21-09-2022,Lemon (Lime),58,70,83,1kg
21-09-2022,Mango Raw,92,111,131,1kg
21-09-2022,Mint Leaves,4,5,6,1kg
21-09-2022,Mushroom,91,110,129,1kg
21-09-2022,Mustard Leaves,14,17,20,1kg
21-09-2022,Ladies Finger,24,29,34,1kg
21-09-2022,Pumpkin,21,25,30,1kg
21-09-2022,Radish,24,29,34,1kg
21-09-2022,Ridge Gourd,26,31,37,1kg
21-09-2022,Shallot (Pearl Onion),33,40,47,1kg
21-09-2022,Snake Gourd,27,32,38,1kg
21-09-2022,Sorrel Leaves,12,14,17,1kg
21-09-2022,Spinach,11,13,15,1kg
21-09-2022,Sweet Potato,36,43,51,1kg
20-09-2022,Onion Big,22,26,31,1kg
20-09-2022,Onion Small,30,36,43,1kg
20-09-2022,Tomato,45,54,64,1kg
20-09-2022,Green Chilli,40,48,57,1kg
20-09-2022,Beetroot,32,39,45,1kg
20-09-2022,Potato,32,39,45,1kg
20-09-2022,Raw Banana (Plantain),9,10,13,1kg
20-09-2022,Amaranth Leaves,9,10,13,1kg
20-09-2022,Amla,55,66,78,1kg
20-09-2022,Ash gourd,22,26,31,1kg
20-09-2022,Baby Corn,69,83,98,1kg
