,Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
489,22-12-2022,Green Chilli,37,45,52,1kg
490,22-12-2022,Beetroot,40,48,57,1kg
491,22-12-2022,Potato,34,41,48,1kg
492,22-12-2022,Raw Banana (Plantain),7,8,10,1kg
493,22-12-2022,Amaranth Leaves,11,13,15,1kg
494,22-12-2022,Amla,60,72,85,1kg
495,22-12-2022,Ash gourd,25,30,35,1kg
496,22-12-2022,Baby Corn,66,80,94,1kg
497,22-12-2022,Banana Flower,13,16,18,1kg
498,22-12-2022,Capsicum,40,48,57,1kg
499,22-12-2022,Bitter Gourd,32,39,45,1kg
500,22-12-2022,Bottle Gourd,30,36,43,1kg
501,22-12-2022,Butter Beans,70,85,100,1kg
502,22-12-2022,Broad Beans,33,40,47,1kg
503,22-12-2022,Cabbage,29,35,41,1kg
504,22-12-2022,Carrot,32,39,45,1kg
505,22-12-2022,Cauliflower,26,31,37,1kg
506,22-12-2022,Cluster beans,42,50,59,1kg
507,22-12-2022,Coconut,30,36,43,1kg
508,22-12-2022,Colocasia Leaves,15,18,21,1kg
509,22-12-2022,Colocasia,22,26,31,1kg
510,22-12-2022,Coriander Leaves,8,9,11,1kg
511,22-12-2022,Corn,26,31,37,1kg
512,22-12-2022,Cucumber,25,30,35,1kg
513,22-12-2022,Curry Leaves,25,30,35,1kg
514,22-12-2022,Dill Leaves,15,18,21,1kg
515,22-12-2022,Drumsticks,80,97,114,1kg
516,22-12-2022,Brinjal,24,29,34,1kg
517,22-12-2022,Brinjal (Big),25,30,35,1kg
518,22-12-2022,Elephant Yam,30,36,43,1kg
519,22-12-2022,Fenugreek Leaves,12,14,17,1kg
520,22-12-2022,French Beans,32,39,45,1kg
521,22-12-2022,Garlic,49,59,70,1kg
522,22-12-2022,Ginger,41,49,58,1kg
523,22-12-2022,Onion Green,45,54,64,1kg
524,22-12-2022,Green Peas,76,92,108,1kg
525,22-12-2022,Ivy Gourd,22,26,31,1kg
526,22-12-2022,Lemon (Lime),55,66,78,1kg
