,Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
384,04-09-2022,Raw Banana (Plantain),10,12,14,1kg
385,04-09-2022,Amaranth Leaves,9,10,13,1kg
386,04-09-2022,Amla,50,61,71,1kg
387,04-09-2022,Ash gourd,27,32,38,1kg
388,04-09-2022,Baby Corn,68,82,97,1kg
389,04-09-2022,Banana Flower,12,14,17,1kg
390,04-09-2022,Capsicum,30,36,43,1kg
391,04-09-2022,Bitter Gourd,40,48,57,1kg
392,04-09-2022,Bottle Gourd,27,32,38,1kg
393,04-09-2022,Butter Beans,76,92,108,1kg
394,04-09-2022,Broad Beans,41,49,58,1kg
395,04-09-2022,Cabbage,30,36,43,1kg
396,04-09-2022,Carrot,42,50,59,1kg
397,04-09-2022,Cauliflower,27,32,38,1kg
398,04-09-2022,Cluster beans,35,42,50,1kg
399,04-09-2022,Coconut,35,42,50,1kg
400,04-09-2022,Colocasia Leaves,10,12,14,1kg
401,04-09-2022,Colocasia,24,29,34,1kg
402,04-09-2022,Coriander Leaves,7,8,10,1kg
403,04-09-2022,Corn,24,29,34,1kg
404,04-09-2022,Cucumber,27,32,38,1kg
405,04-09-2022,Curry Leaves,26,31,37,1kg
406,04-09-2022,Dill Leaves,15,18,21,1kg
407,04-09-2022,Drumsticks,40,48,57,1kg
408,04-09-2022,Brinjal,28,34,40,1kg
409,04-09-2022,Brinjal (Big),28,34,40,1kg
410,04-09-2022,Elephant Yam,29,35,41,1kg
411,04-09-2022,Fenugreek Leaves,9,10,13,1kg
412,04-09-2022,French Beans,54,65,77,1kg
413,04-09-2022,Garlic,74,89,105,1kg
414,04-09-2022,Ginger,41,49,58,1kg
415,04-09-2022,Onion Green,45,54,64,1kg
416,04-09-2022,Green Peas,72,87,102,1kg
417,04-09-2022,Ivy Gourd,26,31,37,1kg
418,04-09-2022,Lemon (Lime),50,61,71,1kg
419,04-09-2022,Mango Raw,106,128,151,1kg
420,04-09-2022,Mint Leaves,4,5,6,1kg
421,04-09-2022,Mushroom,75,90,107,1kg
422,04-09-2022,Mustard Leaves,14,17,20,1kg
423,04-09-2022,Ladies Finger,22,26,31,1kg
424,04-09-2022,Pumpkin,25,30,35,1kg
425,04-09-2022,Radish,26,31,37,1kg
426,04-09-2022,Ridge Gourd,25,30,35,1kg
427,04-09-2022,Shallot (Pearl Onion),31,37,44,1kg
428,04-09-2022,Snake Gourd,29,35,41,1kg
429,04-09-2022,Sorrel Leaves,13,16,18,1kg
430,04-09-2022,Spinach,12,14,17,1kg
431,04-09-2022,Sweet Potato,36,43,51,1kg
432,03-09-2022,Onion Big,27,32,38,1kg
433,03-09-2022,Onion Small,32,39,45,1kg
434,03-09-2022,Tomato,26,31,37,1kg
435,03-09-2022,Green Chilli,34,41,48,1kg
436,03-09-2022,Beetroot,32,39,45,1kg
437,03-09-2022,Potato,33,40,47,1kg
438,03-09-2022,Raw Banana (Plantain),10,12,14,1kg
439,03-09-2022,Amaranth Leaves,9,10,13,1kg
440,03-09-2022,Amla,50,61,71,1kg
441,03-09-2022,Ash gourd,27,32,38,1kg
442,03-09-2022,Baby Corn,68,82,97,1kg
443,03-09-2022,Banana Flower,12,14,17,1kg
444,03-09-2022,Capsicum,30,36,43,1kg
445,03-09-2022,Bitter Gourd,40,48,57,1kg
446,03-09-2022,Bottle Gourd,27,32,38,1kg
447,03-09-2022,Butter Beans,76,92,108,1kg
448,03-09-2022,Broad Beans,41,49,58,1kg
449,03-09-2022,Cabbage,30,36,43,1kg
450,03-09-2022,Carrot,42,50,59,1kg
451,03-09-2022,Cauliflower,27,32,38,1kg
452,03-09-2022,Cluster beans,35,42,50,1kg
453,03-09-2022,Coconut,35,42,50,1kg
